game,model,metric,mean,std,var,median,max,min,skew
adventuregame,LLaMA2-13B-Tiefighter,Aborted,1.0,0.0,0.0,1.0,1.0,1.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,Lose,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,Main Score,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,Parsed Request Count,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,Played,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,Request Count,1.0,0.0,0.0,1.0,1.0,1.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,Request Success Ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,Violated Request Count,1.0,0.0,0.0,1.0,1.0,1.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,achieved_goal_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,action_parsing_fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,action_resolution_fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,bad_plan_dismiss_ratio,1.0,0.0,0.0,1.0,1.0,1.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,bad_plan_follow_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,entity_not_accessible,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,finish_speed,,,,,,,
adventuregame,LLaMA2-13B-Tiefighter,going_to_current_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,hallucination_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,lark_exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,malformed_command,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,manipulating_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,no_exit_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,not_room_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,other_room_argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,plan_average_viability_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,plan_followed_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,pre_state_mismatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,successful_actions,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,thing_arg1_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,thing_arg2_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,turn_limit_loss,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,turn_ratio,,,,,,,
adventuregame,LLaMA2-13B-Tiefighter,turns_over_par,,,,,,,
adventuregame,LLaMA2-13B-Tiefighter,undefined_action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,undefined_action_verb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,undefined_argument_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,LLaMA2-13B-Tiefighter,undefined_repr_str,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,Aborted,0.640625,0.4836103475464191,0.23387896825396823,1.0,1.0,0.0,-0.600323343199961
adventuregame,Llama-3-70B-Instruct,Lose,0.015625,0.125,0.015625,0.0,1.0,0.0,8.000000000000002
adventuregame,Llama-3-70B-Instruct,Main Score,47.916666666666664,43.9957509572546,1935.6261022927688,33.33333333333333,100.0,0.0,0.07549209638555918
adventuregame,Llama-3-70B-Instruct,Parsed Request Count,18.234375,10.433070417347587,108.84895833333333,16.5,50.0,1.0,0.6803244987068723
adventuregame,Llama-3-70B-Instruct,Played,0.359375,0.4836103475464191,0.23387896825396826,0.0,1.0,0.0,0.600323343199961
adventuregame,Llama-3-70B-Instruct,Request Count,18.875,10.391541126518575,107.98412698412696,17.0,50.0,2.0,0.6943069681645623
adventuregame,Llama-3-70B-Instruct,Request Success Ratio,0.937523218571072,0.10064878476389993,0.010130177874449855,0.961309523809524,1.0,0.5,-3.094976012051686
adventuregame,Llama-3-70B-Instruct,Success,0.34375,0.4787135538781691,0.2291666666666667,0.0,1.0,0.0,0.6738489907962498
adventuregame,Llama-3-70B-Instruct,Violated Request Count,0.640625,0.4836103475464191,0.23387896825396823,1.0,1.0,0.0,-0.600323343199961
adventuregame,Llama-3-70B-Instruct,achieved_goal_ratio,0.47916666666666663,0.439957509572546,0.1935626102292769,0.3333333333333333,1.0,0.0,0.0754920963855593
adventuregame,Llama-3-70B-Instruct,action_parsing_fail,1.4375,2.280872848797353,5.2023809523809526,1.0,10.0,0.0,2.0387725051403205
adventuregame,Llama-3-70B-Instruct,action_resolution_fail,2.171875,2.28559802531708,5.223958333333335,1.5,12.0,0.0,1.741414999153727
adventuregame,Llama-3-70B-Instruct,bad_plan_dismiss_ratio,0.9629385127886987,0.06703707522988776,0.004493969455377631,1.0,1.0,0.6666666666666667,-2.3076136744123676
adventuregame,Llama-3-70B-Instruct,bad_plan_follow_ratio,0.03706148721130127,0.06703707522988772,0.004493969455377626,0.0,0.3333333333333333,0.0,2.307613674412369
adventuregame,Llama-3-70B-Instruct,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,entity_not_accessible,1.078125,1.2510907939087292,1.5652281746031742,1.0,4.0,0.0,0.9024709915426951
adventuregame,Llama-3-70B-Instruct,finish_speed,0.1706586097752581,0.17428241296811295,0.03037435946998786,0.14304993252361675,0.6176470588235294,-0.0256410256410255,0.9213820351646137
adventuregame,Llama-3-70B-Instruct,going_to_current_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,hallucination_count,0.296875,0.46049274850812955,0.21205357142857145,0.0,1.0,0.0,0.9106654557933266
adventuregame,Llama-3-70B-Instruct,lark_exception,0.140625,0.3503824441133676,0.12276785714285716,0.0,1.0,0.0,2.1175018792634255
adventuregame,Llama-3-70B-Instruct,malformed_command,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,manipulating_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,no_exit_to,1.0,1.3213749452868195,1.7460317460317456,1.0,7.0,0.0,2.04532355167446
adventuregame,Llama-3-70B-Instruct,not_room_type,0.0625,0.24397501823713327,0.059523809523809514,0.0,1.0,0.0,3.7021241477015328
adventuregame,Llama-3-70B-Instruct,other_room_argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,plan_average_viability_ratio,0.10709553433093505,0.15124183246310252,0.02287409188679717,0.0,0.537037037037037,0.0,1.136009796703033
adventuregame,Llama-3-70B-Instruct,plan_followed_ratio,0.20422801122945036,0.2540308225341756,0.06453165879738981,0.0,0.7272727272727273,0.0,0.617839502901571
adventuregame,Llama-3-70B-Instruct,pre_state_mismatch,0.03125,0.24999999999999997,0.062499999999999986,0.0,2.0,0.0,8.000000000000002
adventuregame,Llama-3-70B-Instruct,successful_actions,14.625,7.620981897325637,58.079365079365076,15.0,31.0,0.0,-0.050057820320496244
adventuregame,Llama-3-70B-Instruct,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,thing_arg1_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,thing_arg2_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,turn_limit_loss,0.015625,0.125,0.015625,0.0,1.0,0.0,8.000000000000002
adventuregame,Llama-3-70B-Instruct,turn_ratio,0.8293413902247418,0.17428241296811295,0.030374359469987868,0.8569500674763832,1.0256410256410255,0.3823529411764705,-0.921382035164613
adventuregame,Llama-3-70B-Instruct,turns_over_par,6.2272727272727275,6.271111530409886,39.32683982683982,5.5,21.0,-1.0,0.8295326034728487
adventuregame,Llama-3-70B-Instruct,undefined_action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,undefined_action_verb,1.078125,1.82838889527938,3.343005952380952,0.0,9.0,0.0,2.1970915379303975
adventuregame,Llama-3-70B-Instruct,undefined_argument_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,undefined_repr_str,0.21875,0.6033964713082945,0.3640873015873015,0.0,3.0,0.0,3.4514998588404406
adventuregame,Llama-3-8B-Instruct,Aborted,0.5625,0.49999999999999994,0.24999999999999997,1.0,1.0,0.0,-0.2580645161290323
adventuregame,Llama-3-8B-Instruct,Lose,0.359375,0.483610347546419,0.2338789682539682,0.0,1.0,0.0,0.600323343199961
adventuregame,Llama-3-8B-Instruct,Main Score,16.666666666666664,31.426968052735447,987.6543209876545,0.0,100.0,0.0,1.7596205614780454
adventuregame,Llama-3-8B-Instruct,Parsed Request Count,25.546875,21.234091851219624,450.88665674603163,25.0,50.0,1.0,0.09077021722283769
adventuregame,Llama-3-8B-Instruct,Played,0.4375,0.5,0.25000000000000006,0.0,1.0,0.0,0.2580645161290323
adventuregame,Llama-3-8B-Instruct,Request Count,26.109375,20.814461690761796,433.24181547619037,25.5,50.0,2.0,0.08740622498545159
adventuregame,Llama-3-8B-Instruct,Request Success Ratio,0.8847768838905378,0.1491462988279498,0.022244618454076097,0.970357454228422,1.0,0.5,-1.3246497258207233
adventuregame,Llama-3-8B-Instruct,Success,0.078125,0.270489708750042,0.07316468253968256,0.0,1.0,0.0,3.2199662824892923
adventuregame,Llama-3-8B-Instruct,Violated Request Count,0.5625,0.49999999999999994,0.24999999999999997,1.0,1.0,0.0,-0.2580645161290323
adventuregame,Llama-3-8B-Instruct,achieved_goal_ratio,0.16666666666666666,0.31426968052735443,0.09876543209876541,0.0,1.0,0.0,1.759620561478044
adventuregame,Llama-3-8B-Instruct,action_parsing_fail,4.21875,9.585817483417719,91.88789682539682,1.0,48.0,0.0,3.2461344241026886
adventuregame,Llama-3-8B-Instruct,action_resolution_fail,9.40625,11.043519610922298,121.95932539682538,4.5,39.0,0.0,1.2437812763236988
adventuregame,Llama-3-8B-Instruct,bad_plan_dismiss_ratio,0.94755280291517,0.10768416588347644,0.011595879582020073,1.0,1.0,0.5,-2.273195964856439
adventuregame,Llama-3-8B-Instruct,bad_plan_follow_ratio,0.05244719708483006,0.10768416588347648,0.011595879582020081,0.0,0.5,0.0,2.273195964856438
adventuregame,Llama-3-8B-Instruct,entity_already_inventory,0.078125,0.36967113226724385,0.1366567460317461,0.0,2.0,0.0,4.849428261301156
adventuregame,Llama-3-8B-Instruct,entity_not_accessible,4.28125,4.95845838177649,24.58630952380953,2.0,23.0,0.0,1.807938297915421
adventuregame,Llama-3-8B-Instruct,finish_speed,0.38161531279178335,0.20501885725248567,0.04203273182911509,0.4499999999999999,0.5882352941176471,0.0476190476190476,-1.3250854604549398
adventuregame,Llama-3-8B-Instruct,going_to_current_room,0.203125,0.47741657627441814,0.22792658730158732,0.0,2.0,0.0,2.366055002015095
adventuregame,Llama-3-8B-Instruct,hallucination_count,0.0625,0.2439750182371333,0.05952380952380952,0.0,1.0,0.0,3.7021241477015328
adventuregame,Llama-3-8B-Instruct,lark_exception,0.921875,3.27232109021415,10.708085317460323,0.0,21.0,0.0,4.61673969058394
adventuregame,Llama-3-8B-Instruct,malformed_command,0.75,2.4430010168344114,5.968253968253968,0.0,12.0,0.0,3.7050642109821443
adventuregame,Llama-3-8B-Instruct,manipulating_room,0.015625,0.125,0.015625000000000003,0.0,1.0,0.0,8.000000000000002
adventuregame,Llama-3-8B-Instruct,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,no_exit_to,1.328125,2.417231050681948,5.843005952380955,0.0,12.0,0.0,2.698821424065466
adventuregame,Llama-3-8B-Instruct,not_room_type,0.46875,1.0230478894592296,1.0466269841269842,0.0,5.0,0.0,2.703684853082624
adventuregame,Llama-3-8B-Instruct,other_room_argument,0.015625,0.125,0.015625000000000003,0.0,1.0,0.0,8.000000000000002
adventuregame,Llama-3-8B-Instruct,plan_average_viability_ratio,0.05174481565272788,0.08644011185277427,0.007471892937120126,0.0,0.3055555555555555,0.0,1.505364375256637
adventuregame,Llama-3-8B-Instruct,plan_followed_ratio,0.0919266659758681,0.14565039883814482,0.021214038681710654,0.0,0.5,0.0,1.318366745150624
adventuregame,Llama-3-8B-Instruct,pre_state_mismatch,3.046875,8.050297613546139,64.80729166666667,0.0,36.0,0.0,2.9587809134748952
adventuregame,Llama-3-8B-Instruct,successful_actions,11.921875,10.898237352019471,118.77157738095238,8.5,35.0,0.0,0.5742961779036775
adventuregame,Llama-3-8B-Instruct,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,thing_arg1_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,thing_arg2_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,turn_limit_loss,0.359375,0.483610347546419,0.2338789682539682,0.0,1.0,0.0,0.600323343199961
adventuregame,Llama-3-8B-Instruct,turn_ratio,0.6183846872082166,0.20501885725248567,0.0420327318291151,0.55,0.9523809523809524,0.4117647058823529,1.3250854604549411
adventuregame,Llama-3-8B-Instruct,turns_over_par,14.2,7.155417527999327,51.2,17.0,20.0,2.0,-1.7559357054756035
adventuregame,Llama-3-8B-Instruct,undefined_action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,undefined_action_verb,1.59375,3.312883700448661,10.975198412698413,1.0,18.0,0.0,3.8119499235934398
adventuregame,Llama-3-8B-Instruct,undefined_argument_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,undefined_repr_str,0.921875,4.2698822982922895,18.231894841269845,0.0,27.0,0.0,5.441664098440105
adventuregame,Llama-3.1-405B-Instruct,Aborted,0.375,0.48795003647426655,0.23809523809523803,0.0,1.0,0.0,0.5288748782430762
adventuregame,Llama-3.1-405B-Instruct,Lose,0.03125,0.17536809360305042,0.030753968253968252,0.0,1.0,0.0,5.518346670714096
adventuregame,Llama-3.1-405B-Instruct,Main Score,73.4375,38.11228537225623,1452.5462962962963,100.0,100.0,0.0,-1.1370217160595704
adventuregame,Llama-3.1-405B-Instruct,Parsed Request Count,20.96875,10.915212553100606,119.14186507936505,18.5,50.0,5.0,0.9918237035938275
adventuregame,Llama-3.1-405B-Instruct,Played,0.625,0.4879500364742666,0.23809523809523808,1.0,1.0,0.0,-0.5288748782430762
adventuregame,Llama-3.1-405B-Instruct,Request Count,21.34375,10.847015169863,117.65773809523806,19.0,50.0,6.0,0.9810899322108538
adventuregame,Llama-3.1-405B-Instruct,Request Success Ratio,0.9765006416389209,0.03594878187229339,0.0012923149181017298,1.0,1.0,0.8333333333333334,-1.613076189284445
adventuregame,Llama-3.1-405B-Instruct,Success,0.59375,0.49501483062599494,0.24503968253968247,1.0,1.0,0.0,-0.3909951280692201
adventuregame,Llama-3.1-405B-Instruct,Violated Request Count,0.375,0.48795003647426655,0.23809523809523803,0.0,1.0,0.0,0.5288748782430762
adventuregame,Llama-3.1-405B-Instruct,achieved_goal_ratio,0.734375,0.3811228537225622,0.14525462962962957,1.0,1.0,0.0,-1.1370217160595701
adventuregame,Llama-3.1-405B-Instruct,action_parsing_fail,1.453125,1.6990164054628036,2.886656746031746,1.0,6.0,0.0,1.0350927789712536
adventuregame,Llama-3.1-405B-Instruct,action_resolution_fail,2.015625,1.8213215810469334,3.3172123015873014,1.5,7.0,0.0,1.1477233073906885
adventuregame,Llama-3.1-405B-Instruct,bad_plan_dismiss_ratio,0.9939329117063492,0.018695227938926275,0.0003495115476884096,1.0,1.0,0.9,-3.324735234414017
adventuregame,Llama-3.1-405B-Instruct,bad_plan_follow_ratio,0.006067088293650791,0.01869522793892627,0.0003495115476884093,0.0,0.1,0.0,3.3247352344140113
adventuregame,Llama-3.1-405B-Instruct,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,entity_not_accessible,0.75,0.890870806374748,0.7936507936507937,0.5,3.0,0.0,0.9385525109533603
adventuregame,Llama-3.1-405B-Instruct,finish_speed,0.20219881054100786,0.2196993116251404,0.04826778752856055,0.1407894736842105,0.90625,-0.0249999999999999,1.644582532741522
adventuregame,Llama-3.1-405B-Instruct,going_to_current_room,0.015625,0.125,0.015625000000000003,0.0,1.0,0.0,8.000000000000002
adventuregame,Llama-3.1-405B-Instruct,hallucination_count,0.140625,0.35038244411336755,0.12276785714285715,0.0,1.0,0.0,2.1175018792634255
adventuregame,Llama-3.1-405B-Instruct,lark_exception,0.109375,0.3615305866442909,0.13070436507936511,0.0,2.0,0.0,3.5417961783112157
adventuregame,Llama-3.1-405B-Instruct,malformed_command,0.0625,0.2439750182371333,0.05952380952380952,0.0,1.0,0.0,3.7021241477015328
adventuregame,Llama-3.1-405B-Instruct,manipulating_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,no_exit_to,1.140625,1.1108010480072334,1.233878968253968,1.0,5.0,0.0,1.4348974190074408
adventuregame,Llama-3.1-405B-Instruct,not_room_type,0.109375,0.4406772385447524,0.19419642857142858,0.0,2.0,0.0,4.001941330475315
adventuregame,Llama-3.1-405B-Instruct,other_room_argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,plan_average_viability_ratio,0.05849938772262695,0.09042152607656243,0.008176052378014458,0.0,0.3680555555555556,0.0,1.8098890950640387
adventuregame,Llama-3.1-405B-Instruct,plan_followed_ratio,0.08899777485908483,0.14506815657011957,0.021044770050652722,0.0,0.5833333333333334,0.0,1.7726121751903399
adventuregame,Llama-3.1-405B-Instruct,pre_state_mismatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,successful_actions,17.5,8.755950357709134,76.6666666666667,15.0,42.0,4.0,1.1120674027094635
adventuregame,Llama-3.1-405B-Instruct,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,thing_arg1_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,thing_arg2_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,turn_limit_loss,0.03125,0.17536809360305042,0.030753968253968252,0.0,1.0,0.0,5.518346670714096
adventuregame,Llama-3.1-405B-Instruct,turn_ratio,0.797801189458992,0.21969931162514042,0.04826778752856056,0.8592105263157894,1.025,0.09375,-1.6445825327415227
adventuregame,Llama-3.1-405B-Instruct,turns_over_par,6.578947368421052,6.708734036726558,45.007112375533424,5.0,29.0,-1.0,1.6504750250386624
adventuregame,Llama-3.1-405B-Instruct,undefined_action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,undefined_action_verb,1.1875,1.4893803974317537,2.2182539682539684,0.0,6.0,0.0,1.1256332163224376
adventuregame,Llama-3.1-405B-Instruct,undefined_argument_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-405B-Instruct,undefined_repr_str,0.09375,0.3435921354681383,0.11805555555555552,0.0,2.0,0.0,3.9810293215505657
adventuregame,Llama-3.1-70b-Instruct,Aborted,0.53125,0.5029673851018479,0.2529761904761905,1.0,1.0,0.0,-0.12827099916069898
adventuregame,Llama-3.1-70b-Instruct,Lose,0.046875,0.21304202581158665,0.04538690476190476,0.0,1.0,0.0,4.391076677965311
adventuregame,Llama-3.1-70b-Instruct,Main Score,54.6875,43.38710034319505,1882.4404761904764,66.66666666666666,100.0,0.0,-0.14085142068255121
adventuregame,Llama-3.1-70b-Instruct,Parsed Request Count,19.3125,13.457605390898593,181.10714285714286,14.0,50.0,0.0,0.8873264785807432
adventuregame,Llama-3.1-70b-Instruct,Played,0.46875,0.5029673851018478,0.25297619047619047,0.0,1.0,0.0,0.12827099916069898
adventuregame,Llama-3.1-70b-Instruct,Request Count,19.84375,13.419032621911926,180.07043650793648,14.5,50.0,1.0,0.905636360769074
adventuregame,Llama-3.1-70b-Instruct,Request Success Ratio,0.9246193055224551,0.18108023862778563,0.03279005282149579,0.9774569402228976,1.0,0.0,-4.403904973490587
adventuregame,Llama-3.1-70b-Instruct,Success,0.421875,0.49776285231308415,0.2477678571428572,0.0,1.0,0.0,0.3240304531186598
adventuregame,Llama-3.1-70b-Instruct,Violated Request Count,0.53125,0.5029673851018479,0.2529761904761905,1.0,1.0,0.0,-0.12827099916069898
adventuregame,Llama-3.1-70b-Instruct,achieved_goal_ratio,0.546875,0.43387100343195056,0.18824404761904764,0.6666666666666666,1.0,0.0,-0.14085142068255116
adventuregame,Llama-3.1-70b-Instruct,action_parsing_fail,1.265625,2.1398871613924095,4.579117063492064,0.0,9.0,0.0,2.2004059206175106
adventuregame,Llama-3.1-70b-Instruct,action_resolution_fail,1.65625,2.3584952830141512,5.562500000000002,1.0,12.0,0.0,2.397956370146009
adventuregame,Llama-3.1-70b-Instruct,bad_plan_dismiss_ratio,0.962780202528786,0.05937572377739363,0.0035254765740893473,1.0,1.0,0.75,-1.6568844724946088
adventuregame,Llama-3.1-70b-Instruct,bad_plan_follow_ratio,0.037219797471214,0.059375723777393606,0.0035254765740893442,0.0,0.25,0.0,1.6568844724946126
adventuregame,Llama-3.1-70b-Instruct,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3.1-70b-Instruct,entity_not_accessible,0.71875,1.6082007100513058,2.586309523809524,0.0,10.0,0.0,3.879896650556084
